OCR System,Num Documents,Mean CER,Median CER,Std CER,Min CER,Max CER,Mean WER,Median WER,Std WER,Min WER,Max WER,Char Accuracy,Word Accuracy,Total Chars,Total Words,Total Char Errors,Total Word Errors,Char Insertions,Char Deletions,Char Substitutions,Word Insertions,Word Deletions,Word Substitutions,Char Ins %,Char Del %,Char Sub %,Word Ins %,Word Del %,Word Sub %,Mean Significant Word Accuracy,Median Significant Word Accuracy,Std Significant Word Accuracy,Total Significant Words,Total Significant Word Errors,Mean Capitalized Word Accuracy,Median Capitalized Word Accuracy,Std Capitalized Word Accuracy,Total Capitalized Words,Total Capitalized Word Errors,Mean Number Group Accuracy,Median Number Group Accuracy,Std Number Group Accuracy,Total Number Groups,Total Number Group Errors,Mean BLEU Score,Median BLEU Score,Std BLEU Score,Min BLEU Score,Max BLEU Score
MinerU,100,0.102505,0.066219,0.114263,0.007536,0.865096,0.222782,0.187321,0.111243,0.021930,0.721751,0.897495,0.777218,230620,41463,26304,9999,6518,12362,7424,1033,2779,6187,24.78,47.00,28.22,10.33,27.79,61.88,0.626480,0.646597,0.153424,20782,8507,0.636436,0.669048,0.209531,7586,2801,-0.275462,0.062500,1.995114,593,542,0.000000,0.000000,0.000000,0.000000,0.000000
