OCR System,Num Documents,Mean CER,Median CER,Std CER,Min CER,Max CER,Mean WER,Median WER,Std WER,Min WER,Max WER,Char Accuracy,Word Accuracy,Total Chars,Total Words,Total Char Errors,Total Word Errors,Char Insertions,Char Deletions,Char Substitutions,Word Insertions,Word Deletions,Word Substitutions,Char Ins %,Char Del %,Char Sub %,Word Ins %,Word Del %,Word Sub %,Mean Significant Word Accuracy,Median Significant Word Accuracy,Std Significant Word Accuracy,Total Significant Words,Total Significant Word Errors,Mean Capitalized Word Accuracy,Median Capitalized Word Accuracy,Std Capitalized Word Accuracy,Total Capitalized Words,Total Capitalized Word Errors,Mean Number Group Accuracy,Median Number Group Accuracy,Std Number Group Accuracy,Total Number Groups,Total Number Group Errors,Mean BLEU Score,Median BLEU Score,Std BLEU Score,Min BLEU Score,Max BLEU Score,Mean Hallucination Rate,Median Hallucination Rate,Std Hallucination Rate,Min Hallucination Rate,Max Hallucination Rate,Total Hallucinated Words,Total Unique Hallucinated Words
OlmOCR-Ensemble,99,0.041520,0.016729,0.076382,0.003295,0.484319,0.082769,0.048718,0.100247,0.010256,0.625000,0.958480,0.917231,220817,39337,10775,3687,1575,7555,1645,339,1437,1911,14.62,70.12,15.27,9.19,38.97,51.83,0.881362,0.912621,0.105511,19273,2846,0.831710,0.875000,0.145621,7037,1320,0.309605,0.285714,0.589078,556,224,0.866200,0.910408,0.126311,0.297435,0.984374,0.017764,0.010823,0.018322,0.000000,0.076923,847,782
