author,year,title,source,ocr_status
Anonymous and Aldermen,1665,"The orders and directions, of the right honourable the Lord Mayor and Court of Aldermen, to be dilig",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and Barbados,1699,"The laws of Barbados collected in one volume by William Rawlin, of the Middle-Temple, London, Esquir",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and Compagnie (Netherlands),1630,"Three severall treatises concerning the truce at this present propounded The first, laying open dive",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and Company,1667,An answer of the Company of Royal Adventurers of England trading into Africa to the petition and pap,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and Company,1691,"A list of the names of all the adventurers in the stock of the honourable the East-India-Company, th",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and Council,1647,And being above -- xxiijc. weight upon every hundred ijd. ...,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and Council,1675,"Lawrence Mayor. Comm. Concil. tent. vicesimo septimo die Januarii, anno Dom. 1664. Annoque regni Reg",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and Court,1655,"Orders set downe by the court of Lord Mayor and Aldermen of the city of London, concerning the rates",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and Customs,1667,Rules and instructions for the tare of goods & merchandize imported into any port of England revise,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and Deputy,1665,"Whereas an in [sic] act lately passed in this present Parliament, intituled, an Act for Setting the",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and France,1628,"The apologie of the Reformed Churches of France VVherein are expressed the reasons, why they haue io",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and Ireland,1669,"An Act for settling the subsidy of poundage, and granting a subsidy of tunnage And other sums of mon",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and Ireland,1669,"An Act for the setling of the excize and new impost upon His Majesty his heirs and successors, accor",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and Jamaica,1683,"The laws of Jamaica passed by the assembly, and confirmed by His majesty in council, Feb. 23. 1683",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and Jamaica. Governor,1699,"By the Honourable Sir William Beeston Kt. His Majesties lieutenant governour and commander in chief,",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and Kilkenny,1643,"Orders establisht in the popish generall assembly, held (under the specious pretence of supreme auth",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and London (England),1647,Orders set downe by the court of Lord Mayor and Aldermen of the city of London concerning the rates,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and London (England),1655,"VVhereas at the open generall quarter sessions of the publick peace holden for the city of London, a",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and London (England),1668,"This day the president and governours of Christs-Hospital, London, to whom the rule, oversight and g",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and London (England),1680,The abridgement of the charter of the city of London being every free-man's privilege  exactly tran,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and London (England),1680,The royal charter of confirmation granted by King Charles II to the city of London wherein are recit,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and London,1622,The inconueniencies that haue happened to some persons vvhich haue transported themselues from Engla,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and London,1636,"Certain necessary directions, aswell for the cure of the plague as for preuenting the infection; wit",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and London,1639,The distiller of London Compiled and set forth by the speciall licence and command of the Kings most,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and London,1649,"A physicall directory, or, A translation of the London dispensatory made by the Colledge of Physicia",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and London,1653,"Pharmacopœia Londinensis, or, The London dispensatory further adorned by the studies and collections",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and Ormonde),1663,"Whereas in an act lately passed in this present Parliament, entitled, an Act for Setling the Subsidy",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and Ormonde),1667,"Whereas in an act passed in the late Parliament, intituled, an Act for Setling the Subsidy of Pounda",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous and Scotland,1657,"A book of values of merchandize imported. According to which, excise is to be paid by the first buye",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1628,"By the King, a declaration of orders made by the gouernour and Company of Merchants of London, tradi",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1632,"By the King a proclamation for the better encouragement, and aduancement of the trade of the East-In",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1642,A declaration concerning the generall accompts of the kingdome. With the true state of all receipts,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1644,"The schedvle In this schedvle is contained the excise, set and to be set upon severall commodities,",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1649,"Die Veneris, 21 Decemb. 1649. The rates of the excize or new-impost, set and imposed by Parliament o",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1649,The rates of the excise and nevv-impost set and imposed by Parliament on the severall commodities im,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1649,The rates of the excise and new-impost set and imposed by Parliament on the severall commodities imp,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1651,"An act for raising of ninety thousand pounds a moneth for six moneths, to commence the five and twen",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1654,"An ordinance for continuing the excise. Fryday, March 17. 1653. Ordered by His Highness the Lord Pro",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1655,An order and declaration of His Highness and his council for collecting the excize in Scotland,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1655,"An order and declaration of His Highness and his council, for collecting the excise in Ireland.",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1655,"An order and declaration of His Highness and his council, for collecting the excize in Scotland.",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1655,"Rules and directions given by Coll Edmond Harvy, and the rest of the Commissioners for the Customs,",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1656,A true narrative of the late success which it hath pleased God to give to some part of the fleet of,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1657,"An Act for continuing and establishing the subsidie of tunnage and poundage, and for reviving an Act",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1660,An act for the encouraging & increasing of shipping and navigation,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1662,"At the court at Hampton-Court, June 29. 1662. Whereas by an Act of Parliament in the twelfth year of",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1674,A treaty marine between the Most Serene and Mighty Prince Charles II ... and the High and Mighty Lor,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1674,"At the court of Whitehall the first of May, 1674. Present, the Kings Most Excellent Majesty ...",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1681,"At the court at Whitehall the 16th of February, 1680 Present, the Kings most excellent Majesty, His",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1681,"At the court at Whitehall the 16th of February, 1680. Present, the Kings most excellent Majesty, His",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1697,"The several debates of the House of Commons in the reign of the late King James II pro & contra, rel",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1699,"A continuation of the abridgment of all the statutes of K. William and Q. Mary, and of King William",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1700,"A Full and exact collection of all the considerable addresses, memorials, petitions, answers, procla",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Anonymous et al.,1700,"To His Grace His Majesty's High Commissioner, and the Right Honourable the Estates of Parliament. Th",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Archer,1671,"Every man his own doctor in two parts, shewing I. how every one may know his own constitution by cer",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Archer,1684,Secrets disclosed of consumptions shewing [h]ow to distinguish between scurvy and venereal disease,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Aristotle,1694,"Aristotle's master-piece, or, The secrets of generation displayed in all the parts thereof ... very",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Arthus,1614,"Dialogues in the English and Malaiane languages or, Certaine common formes of speech, first written",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Ashe,1654,Living loves betwixt Christ and dying Christians A sermon preached at M. Magdalene Bermondsey in Sou,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Austen,1653,"A treatise of fruit-trees shewing the manner of grafting, setting, pruning, and ordering of them in",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Austen,1658,"Observations upon some part of Sr Francis Bacon's Naturall history as it concernes fruit-trees, frui",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Austen,1665,"A treatise of fruit trees shewing the manner of planting, grafting, pruning, and ordering of them in",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Austin,1666,"Epiloimia epē, or, The anatomy of the pestilence a poem in three parts  describing the deplorable c",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Averroës,1695,Averroeana being a transcript of several letters from Averroes an Arabian philosopher at Corduba in,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Avity,1615,"The estates, empires, & principallities of the world Represented by ye description of countries, man",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
B,1652,"A faire in Spittle Fields, where all the knick knacks of astrology are exposed to open sale, to all",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
B,1672,The office of the good house-wife with necessary directions for the ordering of her family and dairy,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
B,1674,"The sick-mans rare jewel wherein is discovered a speedy way how every man may recover lost health, a",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
B. H.,1615,"The glasse of mans folly and meanes to amendment, for the health and wealth of soule and body. This",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bacon,1638,"Historie naturall and experimentall, of life and death. Or of the prolongation of life. Written in L",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bacon,1638,The historie of life and death With observations naturall and experimentall for the prolonging of li,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bacon,1683,"The cure of old age and preservation of youth by Roger Bacon... ; translated out of Latin, with anno",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Baker,1775,An essay on the art of making Moscavado sugar wherein a new process is proposed,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bales,1650,"Infirmity inducing to conformity, or, A scourge for impudent usurpers, and a cordiall for impotent C",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Baley,1616,Two treatises concerning the preseruation of eie-sight. The first written by Doctor Baily sometimes,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Ball,1659,A digest of government together with certain additional proposals. Tendered to the consideration of,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Balmford,1623,"A modest reply to certaine answeres, which Mr. Gataker B.D. in his treatise of the nature, & vse of",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Balzac,1634,"The letters of Mounsieur de Balzac. Translated into English, according to the last edition. By W.T.",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bancroft,1639,"Tvvo bookes of epigrammes, and epitaphs Dedicated to two top-branches of gentry Sir Charles Shirley",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bancroft,1658,"The heroical lover, or, Antheon and Fidelta a poem  written by Thomas Bancroft.",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Banks,1699,The unhappy favourite,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Baptista,1655,"The bucolicks of Baptist Mantuan in ten eclogues.  Translated out of Latine into English, by Tho H",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Barbe,1696,The French perfumer teaching the several ways of extracting the odours of drugs and flowers and maki,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Barbette,1687,Thesaurus chirurgiae  the chirurgical and anatomical works of Paul Barbette ... composed according,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Barham,1717,A letter of that curious Naturalist Mr Henry Barham,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Barker,1662,"The great preservative of mankind or, The transcendent vertue of the true spirit of salt long look'd",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Barnes,1626,"Vox belli, or, An alarum to vvarre",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Barret,1699,"A companion for midwives, child-bearing women, and nurses directing them how to perform their respec",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bate,1634,"The mysteryes of nature, and art conteined in foure severall tretises, the first of water workes the",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bate,1694,"Pharmacopœia Bateana, or, Bate's dispensatory translated from the second edition of the Latin copy,",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bateman,1680,The true spirit of scurvey-grass with its vertues. Having taken notice of several distempers which h,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bauderon,1657,"The expert phisician learnedly treating of all agues and feavers, whether simple or compound, shewin",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Baudier,1635,"The history of the imperiall estate of the grand seigneurs their habitations, liues, titles ... goue",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bayfield,1655,"Enchiridion medicum containing the causes, signs, and cures of all those diseases, that do chiefly",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Beaumont,1640,"Poems by Francis Beaumont, Gent. Viz, The hermaphrodite. The remedie of love. Elegies. Sonnets, wit",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Belke,1667,"Directions at large, and cautionary, touching the proper use of those famous pills called Dr. De-Lau",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Belon,1675,The potable balsome of life being a collection of the choicest preservatives that are extant within,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Benoît,1646,"A bright starre, leading to, & centering in, Christ our perfection. Or a manuell, entituled by the a",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Benvenuto,1612,"The passenger of Beneuento Italian, professour of his natiue tongue, for these nine yeeres in Londo",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Berkeley,1663,A discourse and view of Virginia,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Berlu,1690,"The treasury of drugs unlock'd, or, A full and true description of all sorts of drugs and chymical p",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bert,1619,"An approued treatise of hawkes and hawking Diuided into three bookes. The first teacheth, how to mak",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Betterton,1700,K. Henry IV with the humours of Sir John Falstaff  a tragi-comedy as it is acted at the theatre in,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bettie,1636,"The historie of Titana, and Theseus Very pleasant for age to avoid drowsie thoughts profitable for",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Biggs,1651,"Matæotechnia medicinæ praxeōs, The vanity of the craft of physick, or, A new dispensatory wherein is",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bishop,1650,"A modest check to part of a scandalous libel intituled the case of Col. Kyrle, Capt. Pury Iunior and",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bishop,1766,Instructions and observations relative to the navigation of the windward and gulph passages,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Blagrave,1674,Blagrave's supplement or enlargement to Mr. Nich. Culpeppers English physitian containing a descript,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Blagrave,1675,"New additions to the art of husbandry comprizing a new way of enriching meadows, destroying of moles",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Blankaart,1684,"A physical dictionary in which all the terms relating either to anatomy, chirurgery, pharmacy, or ch",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Blochwitz,1677,"Anatomia sambuci, or, The anatomy of the elder cutting out of it plain, approved, and specific remed",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Blome,1687,The present state of His Majesties isles and territories in America ... with new maps of every place,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Blount,1693,A natural history containing many not common observations extracted out of the best modern writers,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bold,1657,VVit a sporting in a pleasant grove of new fancies by H.B.,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bon,1653,A description of the grand signour's seraglio or Turkish emperours court [edited] by John Greaves.,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bonet,1686,"A guide to the practical physician shewing, from the most approved authors, both ancient and modern,",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bonham,1630,"The chyrugians closet or, an antidotarie chyrurgicall Furnished with varietie and choyce of apophl",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bonnefons,1658,The French gardiner instructing how to cultivate all sorts of fruit-trees and herbs for the garden,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bonoeil,1622,"His Maiesties gracious letter to the Earle of South-Hampton, treasurer, and to the Councell and Comp",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Boothby,1647,A briefe discovery or description of the most famous island of Madagascar or St. Laurence in Asia ne,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Border,1651,"Polypharmakos kai chymistes, or, The English unparalell'd physitian and chyrurgian shewing the true",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Borlase,1672,Latham Spaw in Lancashire with some remarkable cases and cures effected by it  together with a fart,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bosworth,1653,The chast and lost lovers living shadowed in the person of Arcadius and Sepha and illustrated with t,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Botero,1630,Relations of the most famous kingdomes and common-wealths thorowout the world discoursing of their s,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Boulton,1700,"A general idea of the Epitomy of the works of Robert Boyle, Esq. to which are added general heads fo",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Boyle,1661,"The [s]ceptical chymist, or, Chymico-physical doubts & paradoxes touching the spagyrist's principles",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Boyle,1663,Some considerations touching the vsefulnesse of experimental naturall philosophy propos'd in familia,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Boyle,1669,"A continuation of new experiments physico-mechanical, touching the spring and weight of the air and",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Boyle,1669,"Certain physiological essays and other tracts written at distant times, and on several occasions by",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Boyle,1675,Experimental notes of the mechanical origine or production of fixtness.,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Boyle,1676,"Experiments, notes, &c. about the mechanical origine or production of divers particular qualities am",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Boyle,1685,An essay of the great effects of even languid and unheeded motion whereunto is annexed An experiment,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Boyle,1688,"Some receipts of medicines for the most part parable and simple, sent to a friend in America.",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Boyle,1692,General heads for the natural history of a country great or small drawn out for the use of traveller,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Boyle,1692,"Medicinal experiments, or, A collection of choice remedies for the most part simple, and easily prep",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Boyle,1692,The general history of the air designed and begun by the Honble. Robert Boyle ...,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Boyle,1693,"Medicinal experiments, or, A collection of choice and safe remedies for the most part simple and eas",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Boyle,1694,"Medicinal experiments, or, A collection of choice and safe remedies, for the most part simple and ea",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Boyle,1699,"The works of the Honourable Robert Boyle, Esq., epitomiz'd by Richard Boulton ... ; illustrated with",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bradwell,1625,"A vvatch-man for the pest Teaching the true rules of preservation from the pestilent contagion, at t",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bradwell,1633,Helps for suddain accidents endangering life By which those that liue farre from physitions or chiru,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bradwell,1636,"Physick for the sicknesse, commonly called the plague With all the particular signes and symptoms, w",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Brathwaite,1614,"The poets vvillow or, The passionate shepheard with sundry delightfull, and no lesse passionate son",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Brathwaite,1614,"The schollers medley, or, an intermixt discourse vpon historicall and poeticall relations A subiect",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Brathwaite,1621,"Natures embassie, or, The wilde-mans measures danced naked by twelve satyres, with sundry others con",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Brathwaite,1630,"The English gentleman containing sundry excellent rules or exquisite observations, tending to direct",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Brathwaite,1635,"The last trumpet or, a six-fold Christian dialogue Viz, 1 Betweene death, the flesh, and the soule.",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Breton,1626,Fantasticks seruing for a perpetuall prognostication. Descants of 1 The vvorld. 2 The earth. 3 VVate,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bright,1615,"A treatise, vvherein is declared the sufficiencie of English medicines, for cure of all diseases, cu",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Briscoe,1696,"An answer to a late pamphlet, intituled, Reasons offer'd against the intended project, commonly call",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Broad-side,1665,"The routing of De-Ruyter, or, The Barbadoes bravery by the author of the Broad-side.",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Brome,1652,"A joviall crew, or, The merry beggars presented in a comedie at Drury-Lane, in the yeer 1641  writt",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bromfield,1675,"A brief discovery of the true causes, symptoms and effects, of that most reigning disease, the scurv",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Brooks,1657,"Apples of gold for young men and vvomen, and a crown of glory for old men and women. Or, The happine",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Browne,1625,Britannia's pastorals. The first booke,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Browne,1645,The Lord Digbies designe to betray Abingdon carryed on for divers vveeks by an intercourse of letter,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Browne,1645,"The Lord Digbies designe to betray Abingdon, carryed on for divers vveeks by an intercourse of lette",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Browne,1650,"An alarm to all impenitent [s]inners. Or, [T]he spirit of bondage raised up in judgement and allayed",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bruele,1632,"Praxis medicinæ, or, the physicians practice vvherein are contained inward diseases from the head to",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Brugis,1648,"The marrow of physicke, or, A learned discourse of the severall parts of mans body being a medicamen",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Brugis,1651,"Vade mecum or, a companion for a chyrurgion fitted for times of peace or war. Compendiously shewing",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bryan,1674,Harvest-home being the summe of certain sermons upon Job 5. 26  one whereof was preached at the fun,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bullock,1649,"Virginia impartially examined, and left to publick view, to be considered by all iudicious and hones",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bunworth,1656,"The doctresse a plain and easie method, of curing those diseases which are peculiar to women. Where",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bunyan,1686,"A book for boys and girls, or, Country rhimes for children by J.B.",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Burnet,1700,"The life and death of Sir Matthew Hale, Knt. late Lord Chief Justice of England. Containing many pio",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Burroughs,1659,Rich Newes from Jamaica,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Burton,1644,"The grand impostor vnmasked, or, A detection of the notorious hypocrisie and desperate impiety of th",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bury,1677,"England's bane, or, The deadly danger of drunkenness described in a letter to a friend wherein are m",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Bushel,1668,A true and perfect narrative of the late dreadful fire which happened at Bridge-Town in the Barbadoe,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Béguin,1669,"Tyrocinium chymicum, or, Chymical essays acquired from the fountain of nature and manual experience",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Böhme,1648,"A description of the three principles of the divine essence viz., of the un-originall eternall birth",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
C,1613,Alcilia Philoparthens louing folly. To which is added Pigmalions image. With the loue of Amos and La,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
C,1625,"The Dutch suruay VVherein are related and truly discoursed, the chiefest losses and acquirements, wh",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
C,1638,"The lover or, Nuptiall love. VVritten, by Robert Crofts, to please himselfe",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
C,1639,"The terrestriall paradise, or, Happinesse on earth. Written by Robert  Crofts",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
C,1659,The souldiers alarum bell to awaken all such who are lull'd asleep in the supposed security of a Par,EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
C,1677,"Minerva, or, The art of weaving containing the antiquity, utility and excellency of weaving  writte",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
C. T.,1615,"An aduice hovv to plant tobacco in England and how to bring it to colour and perfection, to whom it",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Calver,1641,"Passion and discretion, in youth and age ...",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
Calver,1649,"Zions thankfull ecchoes from the clifts of Ireland. Or the little Church of Christ in Ireland, warbl",EEBO (ProQuest / EEBO-TCP),OCR withheld pending librarian review
